Unnamed: 0.1,Unnamed: 0,name,latitude,longitude
144,144,CoCo Fresh Tea & Juice - Youniversity,14.6009454,120.9901214
145,145,Boodle Inasal - Sampaloc [Available for LONG-DISTANCE DELIVERY],14.607157,120.987687
146,146,Paotsin - Good Earth Plaza Mall [Available for LONG-DISTANCE DELIVERY],14.59980821,120.9811871
147,147,Red Ribbon - Binondo,14.5982956,120.9757438
148,148,Sukiya - SM Manila [Available for LONG-DISTANCE DELIVERY],14.590312,120.983149
149,149,Mang Inasal - Quezon Boulevard,14.6007871,120.9844008
150,150,Fruitas - Youniversity Suites Recto [Available for LONG-DISTANCE DELIVERY],14.60102784,120.9899367
151,151,Ate Rica's Bacsilog - Shopper's Mart [Available for LONG-DISTANCE DELIVERY],14.600689,120.975685
152,152,Turks - Recto,14.601017,120.989913
153,153,Potato Corner - Isetann Recto,14.602955,120.984146
154,154,Kyu Kyu Ramen 99 - SM Manila [Available for LONG-DISTANCE DELIVERY],14.5902886,120.9833111
155,155,Tasty Dumplings - Condesa [Available for LONG-DISTANCE DELIVERY],14.600781,120.974841
156,156,Chuan Kee Turo Turo - Ongpin Street [Available for LONG-DISTANCE DELIVERY],14.60044895128205,120.9755047
157,157,Ling Nam - Alonzo [Available for LONG DISTANCE DELIVERY],14.6022232,120.9785885
158,158,Minute Burger - Gastambide [Available for LONG-DISTANCE DELIVERY],14.6025839,120.9904756
159,159,David's Tea House - Sta. Cruz [Available for LONG-DISTANCE DELIVERY],14.60081561,120.9792872
160,160,24 Chicken - Espana [Available for LONG-DISTANCE DELIVERY],14.6064864,120.9896774
161,161,McDonald's - Good Earth,14.59968074,120.9813703
162,162,Jollibee - Raon,14.600723,120.984396
163,163,Tropical Hut Hamburger - Escolta [Available for LONG-DISTANCE DELIVERY],14.5972994,120.9780227
164,164,KFC - Good Earth,14.599339283333334,120.98126608333332
165,165,BonChon - Legarda [Available for LONG-DISTANCE DELIVERY],14.5997547,120.9904516
166,166,Andok's Dine-In - Quiapo,14.6017109,120.9850132
167,167,Lola Nena's - Espana Boulevard [Available for LONG-DISTANCE DELIVERY],14.60594795,120.9885574
168,168,Chowking - Paterno,14.5994997,120.98417191111112
169,169,Angel's Pizza - Legarda [Available for LONG-DISTANCE DELIVERY],14.599262918622555,120.9900343411054
170,170,Farinas Ilocos Empanada - Quiapo [Available for LONG-DISTANCE DELIVERY],14.600459,120.983485
171,171,Greenwich - Isetann Recto,14.602752,120.984799
172,172,Andok's - Carriedo,14.5990063,120.9814594
173,173,Starbucks - I Tower P Noval,14.607214122737872,120.98886850526878
174,174,S&R New York Style Pizza - SM Manila,14.5901269,120.98368076666668
175,175,Hot Star Large Fried Chicken - Laperal [Available for LONG-DISTANCE DELIVERY],14.6009775,120.9899533
176,176,CoCo Fresh Tea & Juice - Youniversity,14.6009454,120.9901214
177,177,Boodle Inasal - Sampaloc [Available for LONG-DISTANCE DELIVERY],14.607157,120.987687
178,178,Paotsin - Good Earth Plaza Mall [Available for LONG-DISTANCE DELIVERY],14.59980821,120.9811871
179,179,Red Ribbon - Binondo,14.5982956,120.9757438
180,180,Sukiya - SM Manila [Available for LONG-DISTANCE DELIVERY],14.590312,120.983149
181,181,Mang Inasal - Quezon Boulevard,14.6007871,120.9844008
182,182,Fruitas - Youniversity Suites Recto [Available for LONG-DISTANCE DELIVERY],14.60102784,120.9899367
183,183,Ate Rica's Bacsilog - Shopper's Mart [Available for LONG-DISTANCE DELIVERY],14.600689,120.975685
184,184,Turks - Recto,14.601017,120.989913
185,185,Potato Corner - Isetann Recto,14.602955,120.984146
186,186,Kyu Kyu Ramen 99 - SM Manila [Available for LONG-DISTANCE DELIVERY],14.5902886,120.9833111
187,187,Tasty Dumplings - Condesa [Available for LONG-DISTANCE DELIVERY],14.600781,120.974841
188,188,Chuan Kee Turo Turo - Ongpin Street [Available for LONG-DISTANCE DELIVERY],14.60044895128205,120.9755047
189,189,Ling Nam - Alonzo [Available for LONG DISTANCE DELIVERY],14.6022232,120.9785885
190,190,Minute Burger - Gastambide [Available for LONG-DISTANCE DELIVERY],14.6025839,120.9904756
191,191,David's Tea House - Sta. Cruz [Available for LONG-DISTANCE DELIVERY],14.60081561,120.9792872
192,192,24 Chicken - Espana [Available for LONG-DISTANCE DELIVERY],14.6064864,120.9896774
193,193,McDonald's - Good Earth,14.59968074,120.9813703
194,194,Jollibee - Raon,14.600723,120.984396
195,195,Tropical Hut Hamburger - Escolta [Available for LONG-DISTANCE DELIVERY],14.5972994,120.9780227
196,196,KFC - Good Earth,14.599339283333334,120.98126608333332
197,197,BonChon - Legarda [Available for LONG-DISTANCE DELIVERY],14.5997547,120.9904516
198,198,Andok's Dine-In - Quiapo,14.6017109,120.9850132
199,199,Lola Nena's - Espana Boulevard [Available for LONG-DISTANCE DELIVERY],14.60594795,120.9885574
200,200,Chowking - Paterno,14.5994997,120.98417191111112
201,201,Angel's Pizza - Legarda [Available for LONG-DISTANCE DELIVERY],14.599262918622555,120.9900343411054
202,202,Farinas Ilocos Empanada - Quiapo [Available for LONG-DISTANCE DELIVERY],14.600459,120.983485
203,203,Greenwich - Isetann Recto,14.602752,120.984799
204,204,Andok's - Carriedo,14.5990063,120.9814594
205,205,Starbucks - I Tower P Noval,14.607214122737872,120.98886850526878
206,206,S&R New York Style Pizza - SM Manila,14.5901269,120.98368076666668
207,207,Hot Star Large Fried Chicken - Laperal [Available for LONG-DISTANCE DELIVERY],14.6009775,120.9899533
208,208,CoCo Fresh Tea & Juice - Youniversity,14.6009454,120.9901214
209,209,Boodle Inasal - Sampaloc [Available for LONG-DISTANCE DELIVERY],14.607157,120.987687
210,210,Paotsin - Good Earth Plaza Mall [Available for LONG-DISTANCE DELIVERY],14.59980821,120.9811871
211,211,Red Ribbon - Binondo,14.5982956,120.9757438
212,212,Sukiya - SM Manila [Available for LONG-DISTANCE DELIVERY],14.590312,120.983149
213,213,Mang Inasal - Quezon Boulevard,14.6007871,120.9844008
214,214,Fruitas - Youniversity Suites Recto [Available for LONG-DISTANCE DELIVERY],14.60102784,120.9899367
215,215,Ate Rica's Bacsilog - Shopper's Mart [Available for LONG-DISTANCE DELIVERY],14.600689,120.975685
216,216,Turks - Recto,14.601017,120.989913
217,217,Potato Corner - Isetann Recto,14.602955,120.984146
218,218,Kyu Kyu Ramen 99 - SM Manila [Available for LONG-DISTANCE DELIVERY],14.5902886,120.9833111
219,219,Tasty Dumplings - Condesa [Available for LONG-DISTANCE DELIVERY],14.600781,120.974841
220,220,Chuan Kee Turo Turo - Ongpin Street [Available for LONG-DISTANCE DELIVERY],14.60044895128205,120.9755047
221,221,Ling Nam - Alonzo [Available for LONG DISTANCE DELIVERY],14.6022232,120.9785885
222,222,Minute Burger - Gastambide [Available for LONG-DISTANCE DELIVERY],14.6025839,120.9904756
223,223,David's Tea House - Sta. Cruz [Available for LONG-DISTANCE DELIVERY],14.60081561,120.9792872
224,224,24 Chicken - Espana [Available for LONG-DISTANCE DELIVERY],14.6064864,120.9896774
225,225,McDonald's - Good Earth,14.59968074,120.9813703
226,226,Jollibee - Raon,14.600723,120.984396
227,227,Tropical Hut Hamburger - Escolta [Available for LONG-DISTANCE DELIVERY],14.5972994,120.9780227
228,228,KFC - Good Earth,14.599339283333334,120.98126608333332
229,229,BonChon - Legarda [Available for LONG-DISTANCE DELIVERY],14.5997547,120.9904516
230,230,Andok's Dine-In - Quiapo,14.6017109,120.9850132
231,231,Lola Nena's - Espana Boulevard [Available for LONG-DISTANCE DELIVERY],14.60594795,120.9885574
232,232,Chowking - Paterno,14.5994997,120.98417191111112
233,233,Angel's Pizza - Legarda [Available for LONG-DISTANCE DELIVERY],14.599262918622555,120.9900343411054
234,234,Farinas Ilocos Empanada - Quiapo [Available for LONG-DISTANCE DELIVERY],14.600459,120.983485
235,235,Greenwich - Isetann Recto,14.602752,120.984799
236,236,Andok's - Carriedo,14.5990063,120.9814594
237,237,Starbucks - I Tower P Noval,14.607214122737872,120.98886850526878
238,238,S&R New York Style Pizza - SM Manila,14.5901269,120.98368076666668
239,239,Hot Star Large Fried Chicken - Laperal [Available for LONG-DISTANCE DELIVERY],14.6009775,120.9899533
240,240,CoCo Fresh Tea & Juice - Youniversity,14.6009454,120.9901214
241,241,Boodle Inasal - Sampaloc [Available for LONG-DISTANCE DELIVERY],14.607157,120.987687
242,242,Paotsin - Good Earth Plaza Mall [Available for LONG-DISTANCE DELIVERY],14.59980821,120.9811871
243,243,Red Ribbon - Binondo,14.5982956,120.9757438
244,244,Sukiya - SM Manila [Available for LONG-DISTANCE DELIVERY],14.590312,120.983149
245,245,Mang Inasal - Quezon Boulevard,14.6007871,120.9844008
246,246,Fruitas - Youniversity Suites Recto [Available for LONG-DISTANCE DELIVERY],14.60102784,120.9899367
247,247,Ate Rica's Bacsilog - Shopper's Mart [Available for LONG-DISTANCE DELIVERY],14.600689,120.975685
248,248,Turks - Recto,14.601017,120.989913
249,249,Potato Corner - Isetann Recto,14.602955,120.984146
250,250,Kyu Kyu Ramen 99 - SM Manila [Available for LONG-DISTANCE DELIVERY],14.5902886,120.9833111
251,251,Tasty Dumplings - Condesa [Available for LONG-DISTANCE DELIVERY],14.600781,120.974841
252,252,Chuan Kee Turo Turo - Ongpin Street [Available for LONG-DISTANCE DELIVERY],14.60044895128205,120.9755047
253,253,Ling Nam - Alonzo [Available for LONG DISTANCE DELIVERY],14.6022232,120.9785885
254,254,Minute Burger - Gastambide [Available for LONG-DISTANCE DELIVERY],14.6025839,120.9904756
255,255,David's Tea House - Sta. Cruz [Available for LONG-DISTANCE DELIVERY],14.60081561,120.9792872
256,256,24 Chicken - Espana [Available for LONG-DISTANCE DELIVERY],14.6064864,120.9896774
257,257,McDonald's - Good Earth,14.59968074,120.9813703
258,258,Jollibee - Raon,14.600723,120.984396
259,259,Tropical Hut Hamburger - Escolta [Available for LONG-DISTANCE DELIVERY],14.5972994,120.9780227
260,260,KFC - Good Earth,14.599339283333334,120.98126608333332
261,261,BonChon - Legarda [Available for LONG-DISTANCE DELIVERY],14.5997547,120.9904516
262,262,Andok's Dine-In - Quiapo,14.6017109,120.9850132
263,263,Lola Nena's - Espana Boulevard [Available for LONG-DISTANCE DELIVERY],14.60594795,120.9885574
264,264,Chowking - Paterno,14.5994997,120.98417191111112
265,265,Angel's Pizza - Legarda [Available for LONG-DISTANCE DELIVERY],14.599262918622555,120.9900343411054
266,266,Farinas Ilocos Empanada - Quiapo [Available for LONG-DISTANCE DELIVERY],14.600459,120.983485
267,267,Greenwich - Isetann Recto,14.602752,120.984799
268,268,Andok's - Carriedo,14.5990063,120.9814594
269,269,Starbucks - I Tower P Noval,14.607214122737872,120.98886850526878
270,270,S&R New York Style Pizza - SM Manila,14.5901269,120.98368076666668
271,271,Hot Star Large Fried Chicken - Laperal [Available for LONG-DISTANCE DELIVERY],14.6009775,120.9899533
272,272,CoCo Fresh Tea & Juice - Youniversity,14.6009454,120.9901214
273,273,Boodle Inasal - Sampaloc [Available for LONG-DISTANCE DELIVERY],14.607157,120.987687
274,274,Paotsin - Good Earth Plaza Mall [Available for LONG-DISTANCE DELIVERY],14.59980821,120.9811871
275,275,Red Ribbon - Binondo,14.5982956,120.9757438
276,276,Sukiya - SM Manila [Available for LONG-DISTANCE DELIVERY],14.590312,120.983149
277,277,Mang Inasal - Quezon Boulevard,14.6007871,120.9844008
278,278,Fruitas - Youniversity Suites Recto [Available for LONG-DISTANCE DELIVERY],14.60102784,120.9899367
279,279,Ate Rica's Bacsilog - Shopper's Mart [Available for LONG-DISTANCE DELIVERY],14.600689,120.975685
280,280,Turks - Recto,14.601017,120.989913
281,281,Potato Corner - Isetann Recto,14.602955,120.984146
282,282,Kyu Kyu Ramen 99 - SM Manila [Available for LONG-DISTANCE DELIVERY],14.5902886,120.9833111
283,283,Tasty Dumplings - Condesa [Available for LONG-DISTANCE DELIVERY],14.600781,120.974841
284,284,Chuan Kee Turo Turo - Ongpin Street [Available for LONG-DISTANCE DELIVERY],14.60044895128205,120.9755047
285,285,Ling Nam - Alonzo [Available for LONG DISTANCE DELIVERY],14.6022232,120.9785885
286,286,Minute Burger - Gastambide [Available for LONG-DISTANCE DELIVERY],14.6025839,120.9904756
287,287,David's Tea House - Sta. Cruz [Available for LONG-DISTANCE DELIVERY],14.60081561,120.9792872
288,288,24 Chicken - Espana [Available for LONG-DISTANCE DELIVERY],14.6064864,120.9896774
289,289,McDonald's - Good Earth,14.59968074,120.9813703
290,290,Jollibee - Raon,14.600723,120.984396
291,291,Tropical Hut Hamburger - Escolta [Available for LONG-DISTANCE DELIVERY],14.5972994,120.9780227
292,292,KFC - Good Earth,14.599339283333334,120.98126608333332
293,293,BonChon - Legarda [Available for LONG-DISTANCE DELIVERY],14.5997547,120.9904516
294,294,Andok's Dine-In - Quiapo,14.6017109,120.9850132
295,295,Lola Nena's - Espana Boulevard [Available for LONG-DISTANCE DELIVERY],14.60594795,120.9885574
296,296,Chowking - Paterno,14.5994997,120.98417191111112
297,297,Angel's Pizza - Legarda [Available for LONG-DISTANCE DELIVERY],14.599262918622555,120.9900343411054
298,298,Farinas Ilocos Empanada - Quiapo [Available for LONG-DISTANCE DELIVERY],14.600459,120.983485
299,299,Greenwich - Isetann Recto,14.602752,120.984799
300,300,Andok's - Carriedo,14.5990063,120.9814594
301,301,Starbucks - I Tower P Noval,14.607214122737872,120.98886850526878
302,302,S&R New York Style Pizza - SM Manila,14.5901269,120.98368076666668
303,303,Hot Star Large Fried Chicken - Laperal [Available for LONG-DISTANCE DELIVERY],14.6009775,120.9899533
304,304,CoCo Fresh Tea & Juice - Youniversity,14.6009454,120.9901214
